6346 50
A0017252 2.81958 0.953847 1.1159 2.66075 -0.34804 1.9985 1.27341 1.51575 -0.632577 -0.0628739 -1.40789 -2.8961 -2.95438 -0.847775 -0.385943 -1.0239 1.97024 0.333765 0.223657 -3.73378 -3.49266 2.66037 0.5931 0.611911 -2.20612 -1.90247 -2.54075 1.47458 1.08829 -0.777741 0.619999 -3.17266 -0.754172 -1.67993 -1.754 -0.173677 2.79868 -0.572109 0.0147492 -2.41017 -0.631175 1.69095 -3.12209 -3.16862 -3.37814 1.00467 1.35458 -0.307764 0.979336 0.334771
A31643165 0.92157 -0.261961 0.594706 0.452796 0.100521 0.105052 0.294268 0.366237 0.185285 -0.810662 -0.233988 0.276645 0.172772 0.443677 0.0948207 -0.410229 0.756428 0.196595 0.018411 0.477076 -0.0938285 0.123829 0.456589 0.0657672 0.501578 -0.103172 0.255572 0.0226453 -0.804501 0.0168192 -0.207781 -0.315359 0.492984 0.757446 -0.422667 0.17871 -0.624688 -0.322105 -0.296893 -0.403203 0.255926 0.0544188 0.660851 0.306075 -0.973391 0.847395 -0.335825 -0.184165 -0.283875 -0.091291
A4345940 -0.0902718 0.228632 0.237722 -0.866275 -1.12006 1.03292 0.339466 -0.718993 0.348935 1.26909 -0.369118 -0.00313601 0.38923 0.932872 0.431381 -0.319866 -0.239696 0.628654 -0.538345 0.29334 0.213646 0.192211 1.17581 1.33089 -0.343086 -0.1218 -0.0950623 -1.04648 -0.366002 0.524247 -0.204824 -0.763909 0.119738 0.102118 0.391608 0.0571535 0.537131 0.155129 0.550921 0.492157 -0.362929 -0.207214 0.0857938 0.0316459 -0.284013 -0.134798 -0.191836 -0.459226 0.544964 0.417911
A7572078 0.324048 0.121047 0.109975 0.322452 0.445706 -0.0417001 0.397196 -0.386804 0.388188 0.539379 -0.525377 -0.427119 -0.138018 0.0205015 0.237488 -0.0365488 0.333583 -0.215529 -0.621889 -0.259523 -0.026314 -0.706412 0.487312 1.34745 0.0737135 0.332057 -0.0577294 0.255546 0.085375 0.377745 -0.24321 -0.35902 0.619881 -0.715279 0.0999024 0.143102 0.107945 0.111705 -0.40911 0.020761 1.0906 0.311483 0.444978 -0.484426 -0.0491254 -0.973331 -0.0157301 -0.344527 -0.501204 -0.713209
A0016795 0.66973 -0.287699 -0.366531 0.175778 -0.173846 -0.460853 0.228633 0.518536 0.429698 0.693687 -0.658742 0.164062 0.0117774 -0.667612 0.0164539 0.419069 0.612025 -0.277681 -0.0723209 -0.332576 -0.279015 0.536703 -0.0448364 -0.366236 -0.198695 -0.533348 -0.528851 0.117249 -0.238256 0.317322 0.105646 -0.966118 -0.640575 -0.429449 -0.596598 0.127291 -0.033742 0.659122 0.472345 0.369447 0.408433 -0.293114 -0.260432 0.401518 -0.0680428 -0.622114 0.0588729 0.151264 -0.0332264 -0.610284
A0030273 -0.212037 0.416257 0.143188 0.349825 0.460939 0.620572 0.0354352 0.948975 1.14693 0.280468 -0.558137 -1.1372 0.517379 -0.0268403 -0.173367 0.197257 0.391392 -0.364924 0.0307903 0.73763 0.144982 -0.268741 0.0558231 -0.711759 0.839701 0.103143 -0.350999 0.26316 -0.397526 0.252917 -0.902558 -0.302696 0.425833 0.213569 0.128019 -1.1668 -0.635058 -0.442786 -0.389812 -0.204207 0.0972749 -0.164275 0.240832 -0.0330178 -0.464577 -0.2841 0.468553 -0.607604 -0.397926 -0.167356
A0016936 0.11631 -0.471564 -0.184118 0.0727679 0.360244 -0.084104 1.02224 0.421751 0.13646 0.331059 0.0287179 -0.551951 0.541942 0.568646 0.188979 0.455041 -0.271214 -0.936011 -0.277275 -0.88151 -0.177792 -0.177186 -0.807865 -0.377846 -0.743063 0.148188 -0.131125 -0.531342 0.194295 -0.0759543 0.529284 -1.09533 0.00568117 0.305761 -0.723593 -0.306693 0.913727 0.288579 0.779277 0.465023 0.283734 0.289775 -0.0370937 -0.195114 -0.31444 0.273555 -0.10895 0.321024 -0.64972 -0.349643
A28396098 -0.00355442 0.604254 1.12964 0.839957 0.240779 0.116797 0.129829 0.990396 0.785736 -0.449166 -0.356958 -0.347732 1.00949 0.344611 -0.0127561 -0.153561 0.36385 0.197964 -0.230948 0.28007 -0.0895755 -0.305535 0.577269 0.710721 -0.515783 -0.402083 -0.8484 0.0728937 0.401822 0.359 -0.119422 0.128337 -0.531876 -0.849536 -0.573673 -0.766515 0.380257 0.239156 -0.292031 0.108804 0.300117 -0.356525 0.760955 -0.0173197 0.298954 0.105756 -0.242254 0.152692 -0.322393 -0.525825
A31629899 0.359057 0.304259 -0.0364318 0.697427 0.0633204 1.51941 0.592063 -0.144797 0.901375 0.124324 0.409902 -0.429768 0.954148 0.37994 0.19799 -0.415612 0.208871 1.33053 -0.0948739 0.324154 -0.0139652 -0.393752 0.210878 -0.404336 -0.00352984 0.0187935 0.128546 0.167342 -0.113027 0.481895 -0.52432 0.0545342 0.0610707 0.831827 -0.123984 0.563857 -0.393359 -1.71126 0.0724374 -0.873195 0.0738914 -0.906149 -0.505075 -0.0869341 -0.359701 -0.0216902 0.167265 0.416458 -0.348667 -0.841559
A11572245 -0.620231 0.270906 0.238284 -1.02838 -0.939654 0.63616 0.00842282 -0.59333 -0.274494 0.346754 -0.272378 -0.179656 0.513137 -0.304431 0.344627 -0.130353 -0.361196 -0.649732 0.334728 -0.383093 0.0807714 -0.19395 1.35348 0.433209 0.191281 1.11016 -0.0427774 -1.65835 -1.04947 1.61787 0.00965558 -0.93794 0.103917 -0.991967 0.226116 -0.376703 0.0243126 -0.863888 -0.562202 0.340968 -0.586101 -0.205778 -0.478258 -0.360182 -0.134504 0.179191 -0.0102326 -0.0261654 -0.296784 0.0532147
